3875
7331
699
1954
1851
2236
1382
6335
7330
215
8119
1002
245
5174
1787
65
3007
1973
7424
1981
1672
2145
100
9299
7589
1968
1446
2655
5201
6871
1961
3777
144
585
377
742
7837
1003
1935
8040
249
1913
3736
6600
5353
321
8545
3850
