SRR3203160	Cauliflower	Cheng2016	5316923200
SRR3203163	Broccoli	Cheng2016	7531528200
SRR3203164	Broccoli	Cheng2016	7563552600
SRR3203165	Broccoli	Cheng2016	7226809200
SRR3203166	Broccoli	Cheng2016	6322429800
SRR3203169	Broccoli	Cheng2016	6842829400
SRR3203172	Broccoli	Cheng2016	6924383000
SRR3203176	Broccoli	Cheng2016	6851193200
SRR3203181	Broccoli	Cheng2016	7013680600
SRR3203187	Broccoli	Cheng2016	6909264200
SRR3203201	Broccoli	Cheng2016	7885613400
SRR3203204	Broccoli	Cheng2016	6674768800
SRR3203206	Broccoli	Cheng2016	6627508200
SRR3203212	Broccoli	Cheng2016	6909615200
SRR3203219	Broccoli	Cheng2016	6909429400
SRR3203228	Broccoli	Cheng2016	6969526600
SRR3203237	Broccoli	Cheng2016	6994640800
SRR3203244	Broccoli	Cheng2016	7169457600
SRR3203255	Broccoli	Cheng2016	4184544800
SRR3203257	Broccoli	Cheng2016	4579159100
SRR3203258	Broccoli	Cheng2016	4128942000
SRR3203259	Broccoli	Cheng2016	3710529500
SRR3203260	Broccoli	Cheng2016	4446448300
SRR3203261	Broccoli	Cheng2016	4674799800
SRR3203263	Chinese_kale	Cheng2016	5259370600
SRR3203264	Chinese_kale	Cheng2016	5319170400
SRR3203269	Chinese_kale	Cheng2016	7281126900
SRR3203270	Chinese_kale	Cheng2016	3110429535
SRR3203273	Brussels_sprouts	Cheng2016	4641872900
SRR3203278	Brussels_sprouts	Cheng2016	5362337000
SRR3203281	Kale	Cheng2016	3923937874
SRR3203286	Kale	Cheng2016	6703693600
SRR3203293	Curly_Kale	Cheng2016	7405083600
SRR3203366	Curly_Kale	Cheng2016	6847886600
SRR3203367	Wild	Cheng2016	6812155800
SRR3203368	Wild	Cheng2016	6795142000
SRR13661968	Cauliflower	Guo2021	14704796000
SRR13661969	Cauliflower	Guo2021	14841658400
SRR13661970	Cauliflower	Guo2021	14948927000
SRR13661971	Cauliflower	Guo2021	14805454000
SRR13661972	Cauliflower	Guo2021	14966744200
SRR13661973	Cauliflower	Guo2021	8438979800
SRR13661974	Cauliflower	Guo2021	7752033000
SRR13661975	Cauliflower	Guo2021	6578131400
SRR13661976	Cauliflower	Guo2021	7776820800
SRR13661977	Cauliflower	Guo2021	8277291600
SRR13661978	Cabbage	Guo2021	7833718800
SRR13661979	Cauliflower	Guo2021	8273506000
SRR13661980	Cauliflower	Guo2021	8241728000
SRR13661981	Cauliflower	Guo2021	8270624800
SRR13661982	Cauliflower	Guo2021	8273077000
SRR13661983	Cauliflower	Guo2021	8244472200
SRR13661984	Cauliflower	Guo2021	7614297600
SRR13661985	Cauliflower	Guo2021	15952271000
SRR13661986	Cauliflower	Guo2021	8359362000
SRR13661987	Cauliflower	Guo2021	8415623400
SRR13661988	Cauliflower	Guo2021	7654553400
SRR13661989	Broccoli	Guo2021	8131747000
SRR13661990	Cauliflower	Guo2021	15982161400
SRR13661991	Cauliflower	Guo2021	8355680200
SRR13661992	Cauliflower	Guo2021	8413952800
SRR13661993	Cauliflower	Guo2021	8179848400
SRR13661994	Cauliflower	Guo2021	8389221200
SRR13661995	Cauliflower	Guo2021	8185395400
SRR13661996	Cabbage	Guo2021	12434671500
SRR13661997	Cabbage	Guo2021	12022277100
SRR13661998	Cabbage	Guo2021	15518765400
SRR13661999	Cabbage	Guo2021	11722093200
SRR13662000	Broccoli	Guo2021	7990470400
