,Label,2054,65,193,1141,1185,2915,104,8547,8991,3096
CWN_AAO,0,1,1,0,1,1,1,1,1,1,1
CWN_ABO,0,1,1,1,1,1,1,1,1,1,1
CWN_ACO,0,1,1,1,1,1,1,1,1,1,1
CWN_ADO,0,1,1,1,1,1,1,1,1,1,1
CWN_AEO,0,1,1,1,1,1,1,1,1,1,1
CWN_AFO,0,1,1,1,1,1,1,1,1,1,1
CWN_AGO,0,1,1,1,1,1,1,1,1,1,1
CWN_AHO,0,1,1,1,1,1,1,1,1,1,1
CWN_AIO,0,1,1,1,1,1,1,1,1,1,1
CWN_AJO,0,1,1,1,1,1,1,1,1,1,1
CWN_AKO,0,1,1,1,1,1,1,1,1,1,1
CWN_ALO,0,1,1,1,1,1,1,1,1,1,1
CWN_AMO,0,1,1,1,1,1,1,1,1,1,1
CWN_ANO,0,1,1,1,1,1,0,1,1,1,1
CWN_APO,1,0,0,0,0,0,0,0,0,0,0
CWN_AQO,1,0,0,0,0,0,0,0,0,0,0
CWN_ARO,1,0,0,0,0,0,0,0,0,0,0
CWN_ASO,1,0,1,0,0,0,0,0,0,0,0
CWN_ATO,1,0,0,0,0,0,0,0,0,0,0
CWN_AUO,1,0,0,0,0,0,0,0,0,0,0
CWN_AVO,0,1,1,1,1,1,1,1,1,1,1
CWN_AWO,0,1,1,1,1,1,1,1,1,1,1
CWN_AZO,0,1,1,1,1,1,1,1,1,1,1
CWN_BAO,0,1,1,1,1,1,1,1,1,1,1
CWN_BDO,0,0,1,1,1,1,1,1,1,1,1
CWN_BIO,0,1,1,1,1,1,1,1,1,1,1
CWN_BJO,0,1,1,1,1,1,1,1,1,1,1
CWN_BKO,0,1,1,1,1,1,1,1,1,1,1
CWN_BLO,0,1,1,1,1,1,1,1,1,1,1
CWN_BMO,0,1,1,1,1,1,1,1,1,1,1
CWN_BNO,0,1,1,1,1,1,1,1,1,1,1
CWN_BOO,0,1,1,1,1,1,1,1,1,1,1
CWN_BQO,0,1,1,1,1,1,1,1,1,1,1
CWN_BRO,0,1,1,1,1,1,1,1,1,1,1
CWN_BSO,0,1,1,1,1,1,1,1,1,1,1
CWN_BTO,0,1,1,1,1,1,1,1,1,1,1
CWN_BUO,0,1,1,1,1,1,1,1,1,1,1
CWN_BVO,0,1,1,1,1,1,1,1,1,1,1
CWN_BWO,0,1,1,1,1,1,1,1,1,1,1
CWN_BXO,0,1,1,1,1,1,1,1,1,1,1
CWN_BYO,0,1,1,1,1,1,1,1,1,1,1
CWN_BZO,0,1,1,1,1,1,1,1,1,1,1
CWN_CAO,0,1,1,1,1,1,1,1,1,1,1
CWN_CBO,0,1,1,1,1,1,1,1,1,1,1
CWN_CCO,0,1,1,1,1,1,1,1,1,1,1
CWN_CDO,1,0,0,0,1,1,0,1,1,1,1
CWN_CEO,1,0,0,0,1,1,0,1,1,1,1
CWN_CFO,1,0,0,0,1,1,0,1,1,1,1
CWN_CGO,1,0,1,0,1,1,1,1,1,1,1
CWN_CHO,1,1,1,0,1,1,0,1,1,1,1
CWN_CIO,0,1,1,1,1,1,1,1,1,1,1
CWN_CJO,0,1,1,1,1,1,1,1,1,1,1
DDI_AAO,0,1,1,1,1,1,1,1,1,1,1
DDI_ABO,0,1,1,1,1,1,1,1,1,1,1
DDI_ACO,0,1,1,1,1,1,1,1,1,1,1
DDI_ADO,0,1,1,1,1,1,1,1,1,1,1
DDI_AEO,0,1,1,1,1,1,1,1,1,1,1
DDI_AFO,0,1,1,1,1,1,1,1,1,1,1
DDI_AGO,0,1,1,1,1,1,1,1,1,1,1
DDI_AHO,0,1,1,1,1,1,1,1,1,1,1
DDI_AIO,0,1,1,1,1,1,1,1,1,1,1
DDI_AJO,0,1,1,1,1,1,1,1,1,1,1
DDI_AKO,0,1,1,1,1,1,1,1,1,1,1
DDI_ALO,0,1,1,1,1,1,1,1,1,1,1
SRR13661968,1,0,0,0,0,0,0,0,0,0,0
SRR13661969,1,0,0,0,0,0,0,0,0,0,0
SRR13661970,1,1,1,1,0,1,1,1,0,0,1
SRR13661971,1,0,0,0,0,0,0,0,0,0,0
SRR13661972,1,0,0,0,0,0,0,0,0,0,0
SRR13661973,1,0,0,0,0,0,0,0,1,0,0
SRR13661974,1,0,0,0,0,0,0,0,0,0,0
SRR13661976,1,1,1,1,0,0,1,1,0,0,1
SRR13661977,1,0,0,0,0,0,0,0,0,0,0
SRR13661978,0,1,1,1,1,1,1,1,1,0,1
SRR13661979,1,0,0,0,0,0,0,0,0,0,0
SRR13661980,1,0,0,0,0,0,0,0,0,0,0
SRR13661981,1,0,0,0,0,0,0,0,0,0,0
SRR13661982,1,0,0,0,0,0,0,0,0,0,0
SRR13661983,1,0,0,0,0,0,0,0,0,0,0
SRR13661985,1,0,0,0,0,0,0,0,0,0,0
SRR13661986,1,0,0,0,0,0,0,0,0,0,0
SRR13661987,1,0,0,0,0,0,0,0,0,0,0
SRR13661989,1,0,0,0,0,0,0,0,1,0,0
SRR13661990,1,0,0,0,0,0,0,0,0,0,0
SRR13661991,1,0,0,0,0,0,0,0,0,0,0
SRR13661992,1,0,0,0,0,0,0,0,0,0,0
SRR13661993,1,0,0,0,0,0,0,0,0,0,0
SRR13661994,1,0,0,0,0,0,0,0,0,0,0
SRR13661995,1,0,0,0,0,0,0,0,0,0,0
SRR13661996,0,1,1,1,1,1,1,1,1,1,1
SRR13661997,0,1,1,1,1,1,1,1,1,1,1
SRR13661998,0,1,1,1,1,1,1,1,1,1,1
SRR13661999,0,1,1,1,1,1,1,1,1,1,1
SRR13662000,1,0,0,0,0,0,0,0,0,0,0
SRR13662001,0,1,1,1,1,1,1,1,1,1,1
SRR13662002,0,1,1,1,1,1,1,1,1,1,1
SRR13662004,0,1,1,1,1,1,1,1,1,1,1
SRR13662005,0,1,1,1,1,1,1,1,0,1,1
SRR13662006,0,1,1,1,1,1,1,1,1,1,1
SRR13662007,0,1,1,1,1,1,1,1,1,1,1
SRR13662008,0,1,1,1,1,1,1,1,0,1,1
SRR13662009,0,1,1,1,1,1,1,1,1,1,1
SRR13662010,0,1,1,1,1,1,1,1,1,1,1
SRR13662011,1,0,0,0,0,0,0,0,0,0,0
SRR13662012,0,1,1,1,1,1,1,1,1,1,1
SRR13662013,0,1,1,1,1,1,1,1,1,1,1
SRR13662014,0,1,1,1,1,1,1,1,1,1,1
SRR13662015,0,1,1,1,1,1,1,1,1,1,1
SRR13662016,0,1,1,1,1,1,1,1,1,1,1
SRR13662018,0,1,1,1,1,1,1,1,1,1,1
SRR13662019,0,1,1,1,1,1,1,1,1,1,1
SRR13662021,0,1,1,1,1,1,1,1,1,1,1
SRR13662022,1,0,0,0,0,0,0,0,0,0,0
SRR13662023,0,1,1,1,1,1,1,1,1,1,1
SRR13662025,0,1,1,1,1,1,1,1,1,1,1
SRR13662027,0,1,1,1,1,1,1,1,1,1,1
SRR13662028,0,1,1,1,1,1,1,1,1,1,1
SRR13662029,0,1,1,1,1,1,1,1,1,1,1
SRR13662030,0,1,1,1,1,0,1,1,1,1,0
SRR13662031,0,1,1,1,1,1,1,1,1,1,1
SRR13662032,0,1,1,1,1,1,1,1,1,1,1
SRR13662033,1,0,0,0,0,0,0,0,0,0,0
SRR13662034,0,1,1,1,1,1,1,1,1,1,1
SRR13662035,0,1,1,1,1,1,1,1,1,1,1
SRR13662037,0,1,1,1,1,1,0,1,1,1,1
SRR13662038,0,1,1,0,1,1,0,0,1,1,1
SRR13662039,0,1,1,1,1,1,1,1,1,1,1
SRR13662040,0,1,1,1,1,1,1,1,1,1,1
SRR13662041,0,1,1,1,1,1,1,1,1,1,1
SRR13662042,0,1,1,1,1,1,1,1,1,1,1
SRR13662043,0,1,1,1,1,1,1,1,1,1,1
SRR13662044,1,0,0,0,0,0,0,0,0,0,0
SRR13662045,0,1,1,1,1,1,1,1,1,1,1
SRR13662046,0,1,1,0,1,1,0,1,1,1,1
SRR13662047,0,1,1,1,1,1,1,1,1,1,1
SRR13662048,0,1,1,1,1,1,1,1,1,1,1
SRR13662049,0,1,1,1,1,1,1,1,1,1,1
SRR13662050,0,1,1,1,1,1,1,1,1,1,1
SRR13662051,0,1,1,1,1,1,1,1,1,1,1
SRR13662052,0,1,1,1,1,1,1,1,1,1,1
SRR13662053,0,1,1,1,0,1,1,1,1,0,1
SRR13662054,0,1,1,1,1,1,1,1,1,1,1
SRR13662055,1,0,0,0,0,0,0,0,0,0,0
SRR13662056,0,1,1,1,1,1,1,1,1,1,1
SRR13662057,0,1,1,1,1,1,1,1,1,1,1
SRR13662058,0,1,1,1,1,1,1,1,1,1,0
SRR13662060,1,0,0,0,0,0,0,0,0,0,0
SRR13662061,1,0,0,0,0,0,0,0,0,0,0
SRR13662062,0,1,1,1,1,1,1,1,1,1,1
SRR13662063,1,0,0,0,0,0,0,0,0,0,0
SRR13662064,1,0,0,0,0,0,0,0,0,0,0
SRR13662065,1,0,0,0,0,0,0,0,0,0,0
SRR13662066,1,0,0,0,0,0,0,0,0,0,0
SRR13662067,1,0,0,0,0,0,0,0,0,0,0
SRR13662068,1,0,0,0,0,0,0,0,0,0,0
SRR13662069,1,0,0,0,0,0,0,0,0,0,0
SRR13662070,1,0,0,0,0,0,0,0,0,0,0
SRR13662071,1,0,0,0,0,0,0,0,0,0,0
SRR13662073,0,1,1,1,1,1,1,1,1,1,1
SRR13662074,1,0,0,0,0,0,0,0,0,0,0
SRR13662075,1,0,0,0,0,0,0,0,0,0,0
SRR13662076,1,0,0,0,0,0,0,0,0,0,0
SRR13662077,1,0,0,0,0,0,0,0,0,0,0
SRR13662078,1,0,0,0,0,0,0,0,0,0,0
SRR13662079,1,0,0,0,0,0,0,0,0,0,0
SRR13662081,1,0,0,0,0,0,0,0,0,0,0
SRR13662082,1,0,0,0,0,0,0,0,0,0,0
SRR13662083,1,0,0,0,0,0,0,0,0,0,0
SRR13662085,1,0,0,0,0,0,0,0,0,0,0
SRR13662086,1,0,0,0,0,0,0,0,0,0,0
SRR13662087,1,0,0,0,0,0,0,0,0,0,0
SRR13662088,1,0,0,0,0,0,0,0,0,0,0
SRR13662089,1,0,0,0,0,0,0,0,0,0,0
SRR13662090,1,0,0,0,0,0,0,0,0,0,0
SRR13662091,1,0,0,0,0,0,0,0,0,0,0
SRR13662092,1,0,0,0,0,0,0,0,0,0,0
SRR13662093,1,0,0,0,0,0,0,0,0,0,0
