,Label,2054,65,193,1141,1185,2915,104,8547,8991,3096
SRR13662094,1,0,0,0,0,0,0,0,0,0,0
SRR13662095,0,1,1,1,1,1,1,1,1,1,1
SRR13662096,1,0,0,0,0,0,0,0,0,0,0
SRR13662097,1,0,0,0,0,0,0,0,0,0,0
SRR13662098,1,0,0,0,0,0,0,0,0,0,0
SRR13662099,1,0,0,0,0,0,0,0,0,0,0
SRR13662100,1,0,0,0,0,0,0,0,0,0,0
SRR13662101,1,0,0,0,0,0,0,0,0,0,0
SRR13662102,1,0,0,0,0,0,0,0,0,0,0
SRR13662103,1,0,0,0,0,0,0,0,0,0,0
SRR13662104,1,0,0,0,0,0,0,0,0,0,0
SRR13662105,1,0,0,0,0,0,0,0,0,0,0
SRR13662106,0,1,1,1,1,1,1,1,1,1,1
SRR13662107,1,0,0,0,0,0,0,0,0,0,0
SRR13662108,1,0,0,0,0,0,0,0,0,0,0
SRR13662109,1,0,0,0,0,0,0,0,0,0,0
SRR13662110,1,0,0,0,0,0,0,0,0,0,0
SRR13662111,1,0,0,0,0,0,0,0,0,0,0
SRR13662112,1,0,0,0,0,0,0,0,0,0,0
SRR13662113,1,0,0,0,0,0,0,0,0,0,0
SRR13662114,1,0,0,0,0,0,0,0,0,0,0
SRR13662115,1,0,0,0,0,0,0,0,0,0,0
SRR13662116,1,0,0,0,0,0,0,0,0,0,0
SRR13662117,0,1,1,1,1,1,1,1,1,1,1
SRR13662118,1,0,0,0,0,0,0,0,0,0,0
SRR13662119,1,0,0,0,0,0,0,0,0,0,0
SRR13662120,1,0,0,0,0,0,0,0,0,0,0
SRR13662121,1,0,0,0,0,0,0,0,0,0,0
SRR13662122,1,0,0,0,0,0,0,0,0,0,0
SRR13662123,1,0,0,0,0,0,0,0,0,0,0
SRR13662124,1,0,0,0,0,0,0,0,0,0,0
SRR13662125,1,1,1,1,1,0,1,1,0,1,1
SRR13662127,1,0,0,0,0,0,0,0,0,0,0
SRR13662128,0,1,1,1,1,1,1,1,1,0,1
SRR13662129,1,0,0,0,0,0,0,0,0,0,0
SRR13662130,1,0,0,0,0,0,0,0,0,0,0
SRR3202802,0,1,1,1,1,1,1,1,1,1,1
SRR3203201,1,0,0,0,0,0,0,0,0,0,0
